Date,Open,High,Low,Close,Volume,Adj Close
2016-11-29,195.559998,196.729996,189.50,189.570007,4439300,189.570007
2016-11-28,195.479996,199.350006,194.550003,196.119995,4529200,196.119995
2016-11-25,193.639999,197.240005,193.639999,196.649994,2366100,196.649994
2016-11-23,190.610001,195.639999,189.00,193.139999,4891900,193.139999
2016-11-22,185.839996,191.470001,183.710007,191.169998,5603400,191.169998
2016-11-21,185.039993,188.889999,184.410004,184.520004,4361000,184.520004
2016-11-18,190.649994,193.00,185.00,185.020004,5210300,185.020004
2016-11-17,183.490005,189.490005,182.110001,188.660004,4887100,188.660004
2016-11-16,182.649994,184.729996,181.210007,183.929993,3434400,183.929993
2016-11-15,182.779999,186.429993,182.050003,183.770004,3902000,183.770004
2016-11-14,188.00,188.25,178.190002,181.449997,6552200,181.449997
2016-11-11,184.240005,188.880005,183.00,188.559998,3988500,188.559998
2016-11-10,191.050003,191.610001,180.419998,185.350006,6750300,185.350006
2016-11-09,186.880005,192.00,183.949997,190.059998,8173100,190.059998
2016-11-08,193.789993,197.490005,191.259995,194.940002,3267600,194.940002
2016-11-07,193.589996,194.289993,190.050003,193.210007,3870100,193.210007
2016-11-04,189.00,193.460007,185.960007,190.559998,5146000,190.559998
2016-11-03,189.00,191.470001,187.039993,187.419998,2653000,187.419998
2016-11-02,190.050003,192.699997,187.509995,188.020004,4253400,188.020004
2016-11-01,198.039993,198.50,188.110001,190.789993,7060000,190.789993
2016-10-31,202.490005,202.490005,195.809998,197.729996,4692300,197.729996
2016-10-28,204.00,205.320007,199.830002,199.970001,4280100,199.970001
2016-10-27,211.339996,213.699997,201.649994,204.009995,13093700,204.009995
2016-10-26,201.00,203.190002,200.100006,202.240005,5632800,202.240005
2016-10-25,202.899994,204.690002,201.199997,202.339996,2445000,202.339996
2016-10-24,201.00,203.949997,200.25,202.759995,2751600,202.759995
2016-10-21,198.600006,201.570007,197.410004,200.089996,2943400,200.089996
2016-10-20,202.119995,203.00,197.050003,199.100006,5072900,199.100006
2016-10-19,199.740005,206.660004,198.059998,203.559998,6991200,203.559998
2016-10-18,195.990005,199.470001,193.259995,199.100006,5680500,199.100006
2016-10-17,197.050003,198.389999,192.00,193.960007,4554100,193.960007
2016-10-14,200.660004,201.429993,196.300003,196.509995,4269900,196.509995
2016-10-13,200.50,200.899994,197.050003,200.240005,2494600,200.240005
2016-10-12,200.949997,203.880005,200.419998,201.509995,1970700,201.509995
2016-10-11,201.850006,202.199997,198.309998,200.100006,2328400,200.100006
2016-10-10,201.350006,204.139999,199.660004,200.949997,3316300,200.949997
2016-10-07,201.00,201.320007,195.800003,196.610001,3493000,196.610001
2016-10-06,202.460007,204.210007,200.210007,201.00,4703400,201.00
2016-10-05,212.240005,213.149994,208.119995,208.460007,1877500,208.460007
2016-10-04,213.100006,213.320007,208.820007,211.410004,3541500,211.410004
2016-10-03,212.300003,215.669998,208.25,213.699997,5999900,213.699997
2016-09-30,202.210007,204.979996,199.550003,204.029999,2586300,204.029999
2016-09-29,205.600006,207.330002,200.580002,200.699997,2727000,200.699997
2016-09-28,207.509995,208.25,205.259995,206.270004,2088400,206.270004
2016-09-27,209.649994,209.979996,204.610001,205.809998,3373200,205.809998
2016-09-26,206.50,211.00,206.50,208.990005,2394400,208.990005
2016-09-23,205.990005,210.179993,205.669998,207.449997,2905200,207.449997
2016-09-22,206.399994,207.279999,203.00,206.429993,2382900,206.429993
2016-09-21,206.369995,207.00,201.559998,205.220001,2633500,205.220001
2016-09-20,206.850006,207.75,203.910004,204.639999,2410500,204.639999
2016-09-19,207.00,209.429993,205.00,206.339996,2299500,206.339996
2016-09-16,200.419998,205.699997,199.00,205.399994,3107800,205.399994
2016-09-15,196.490005,202.520004,196.399994,200.419998,3077200,200.419998
2016-09-14,195.75,197.919998,194.860001,196.410004,2254500,196.410004
2016-09-13,197.059998,198.490005,193.449997,196.050003,3589400,196.050003
2016-09-12,195.00,201.369995,194.100006,198.300003,3715200,198.300003
2016-09-09,199.089996,199.919998,193.699997,194.470001,3757000,194.470001
2016-09-08,199.550003,199.889999,196.360001,197.360001,3377900,197.360001
2016-09-07,205.50,206.50,200.710007,201.710007,3640900,201.710007
2016-09-06,199.020004,203.25,199.00,202.830002,4390600,202.830002
2016-09-02,202.330002,203.199997,196.199997,197.779999,5977400,197.779999
2016-09-01,209.009995,211.100006,200.50,200.770004,7943100,200.770004
2016-08-31,210.429993,212.600006,208.649994,212.009995,3276500,212.009995
2016-08-30,216.110001,216.110001,210.520004,211.339996,3168900,211.339996
2016-08-29,220.149994,220.399994,215.00,215.199997,3266300,215.199997
2016-08-26,222.139999,222.860001,218.820007,219.990005,2239000,219.990005
2016-08-25,223.110001,223.800003,220.770004,220.960007,1762500,220.960007
2016-08-24,227.050003,227.149994,222.220001,222.619995,2570700,222.619995
2016-08-23,224.320007,228.490005,222.800003,224.839996,4784400,224.839996
2016-08-22,224.169998,225.110001,222.679993,222.929993,2065500,222.929993
2016-08-19,223.539993,225.169998,222.529999,225.00,1659500,225.00
2016-08-18,223.820007,225.660004,222.289993,223.509995,1714500,223.509995
2016-08-17,224.330002,224.830002,222.800003,223.240005,1787100,223.240005
2016-08-16,225.490005,227.190002,223.410004,223.610001,2267100,223.610001
2016-08-15,226.020004,229.50,224.929993,225.589996,2034300,225.589996
2016-08-12,225.410004,226.649994,224.039993,225.610001,1813500,225.610001
2016-08-11,226.169998,227.570007,223.410004,224.910004,1880900,224.910004
2016-08-10,228.240005,229.869995,224.619995,225.649994,2338300,225.649994
2016-08-09,226.820007,231.539993,226.649994,229.080002,2207800,229.080002
2016-08-08,228.00,229.600006,226.089996,226.160004,2263600,226.160004
2016-08-05,230.00,232.00,227.399994,230.029999,3205200,230.029999
2016-08-04,225.690002,230.860001,222.050003,230.610001,4147000,230.610001
2016-08-03,227.369995,229.699997,224.210007,225.789993,3887800,225.789993
2016-08-02,229.369995,229.869995,221.399994,227.199997,3934400,227.199997
2016-08-01,235.50,236.630005,229.380005,230.009995,4016300,230.009995
2016-07-29,230.699997,235.279999,230.240005,234.789993,3070800,234.789993
2016-07-28,227.949997,230.759995,226.600006,230.610001,2419100,230.610001
2016-07-27,229.339996,233.360001,226.919998,228.490005,2889000,228.490005
2016-07-26,227.690002,230.00,225.300003,229.509995,3430000,229.509995
2016-07-25,222.270004,231.389999,221.369995,230.009995,4490700,230.009995
2016-07-22,221.990005,224.50,218.880005,222.270004,2579700,222.270004
2016-07-21,226.00,227.850006,219.100006,220.50,4428700,220.50
2016-07-20,226.470001,229.800003,225.00,228.360001,2568500,228.360001
2016-07-19,225.00,229.100006,224.75,225.259995,3115100,225.259995
2016-07-18,219.639999,227.089996,218.300003,226.25,3412100,226.25
2016-07-15,222.520004,222.75,219.639999,220.399994,2234200,220.399994
2016-07-14,223.119995,224.940002,221.050003,221.529999,2675800,221.529999
2016-07-13,225.50,225.589996,220.289993,222.529999,3567100,222.529999
2016-07-12,224.100006,227.50,223.220001,224.649994,4571300,224.649994
2016-07-11,219.960007,226.779999,219.509995,224.779999,5429800,224.779999
2016-07-08,217.800003,219.809998,214.50,216.779999,4074800,216.779999
2016-07-07,213.100006,218.119995,213.009995,215.940002,3612000,215.940002
2016-07-06,210.00,215.229996,209.00,214.440002,4919900,214.440002
2016-07-05,209.729996,214.539993,208.00,213.979996,5175300,213.979996
2016-07-01,206.139999,218.240005,206.00,216.50,5400000,216.50
2016-06-30,212.970001,213.50,209.020004,212.279999,4843100,212.279999
2016-06-29,205.130005,211.779999,203.00,210.190002,5994900,210.190002
2016-06-28,201.889999,204.050003,199.410004,201.789993,6212400,201.789993
2016-06-27,190.860001,198.809998,187.869995,198.550003,7205400,198.550003
2016-06-24,190.050003,195.119995,189.729996,193.149994,7026500,193.149994
2016-06-23,195.690002,197.550003,192.130005,196.399994,10130700,196.399994
2016-06-22,199.470001,205.949997,195.75,196.660004,23742400,196.660004
2016-06-21,220.679993,222.570007,218.809998,219.610001,4529000,219.610001
2016-06-20,219.50,223.75,218.229996,219.699997,3555500,219.699997
2016-06-17,217.809998,219.990005,214.50,215.470001,3112600,215.470001
2016-06-16,217.419998,218.039993,213.50,217.929993,2440300,217.929993
2016-06-15,216.949997,221.899994,215.130005,217.699997,2908500,217.699997
2016-06-14,218.880005,222.199997,212.529999,214.960007,3580200,214.960007
2016-06-13,219.50,225.770004,217.660004,217.869995,4193000,217.869995
2016-06-10,227.389999,227.970001,218.419998,218.789993,6026600,218.789993
2016-06-09,234.979996,235.330002,227.059998,229.360001,4492100,229.360001
2016-06-08,233.800003,240.850006,232.610001,235.520004,5972000,235.520004
2016-06-07,222.240005,234.440002,221.520004,232.339996,6213600,232.339996
2016-06-06,218.00,220.899994,215.449997,220.679993,2249500,220.679993
2016-06-03,220.00,221.940002,218.009995,218.990005,2229000,218.990005
2016-06-02,219.589996,219.910004,217.110001,218.960007,2032800,218.960007
2016-06-01,221.479996,222.399994,216.889999,219.559998,2982700,219.559998
2016-05-31,223.039993,224.75,221.50,223.229996,2789000,223.229996
2016-05-27,224.990005,225.929993,220.75,223.039993,3642700,223.039993
2016-05-26,220.50,225.259995,219.050003,225.119995,4072400,225.119995
2016-05-25,217.910004,221.360001,216.509995,219.580002,3126800,219.580002
2016-05-24,216.600006,218.740005,215.179993,217.910004,3013800,217.910004
2016-05-23,219.869995,222.600006,215.860001,216.220001,5102500,216.220001
2016-05-20,216.990005,220.550003,216.350006,220.279999,9007100,220.279999
2016-05-19,213.619995,216.789993,207.300003,215.210007,6866300,215.210007
2016-05-18,209.149994,215.309998,207.75,211.169998,5617500,211.169998
2016-05-17,209.050003,209.820007,204.020004,204.660004,2843600,204.660004
2016-05-16,208.149994,213.149994,207.919998,208.289993,2949400,208.289993
2016-05-13,207.779999,211.199997,206.699997,207.610001,2822800,207.610001
2016-05-12,211.440002,211.669998,203.660004,207.279999,3650500,207.279999
2016-05-11,207.589996,215.479996,206.050003,208.960007,5161900,208.960007
2016-05-10,207.550003,209.470001,205.00,208.690002,4070600,208.690002
2016-05-09,215.720001,216.149994,206.800003,208.919998,4776400,208.919998
2016-05-06,210.869995,216.369995,208.110001,214.929993,5681100,214.929993
2016-05-05,228.460007,228.639999,209.789993,211.529999,11254800,211.529999
2016-05-04,230.289993,234.460007,220.399994,222.559998,8700500,222.559998
2016-05-03,237.360001,238.910004,231.619995,232.320007,4302200,232.320007
2016-05-02,241.50,243.190002,234.820007,241.800003,3843900,241.800003
2016-04-29,248.139999,248.429993,237.809998,240.759995,5413800,240.759995
2016-04-28,249.850006,253.429993,247.440002,247.710007,2519000,247.710007
2016-04-27,252.75,255.00,249.399994,251.470001,3205800,251.470001
2016-04-26,252.050003,255.729996,249.389999,253.740005,3223800,253.740005
2016-04-25,253.009995,257.380005,250.759995,251.820007,3670300,251.820007
2016-04-22,248.889999,254.00,245.710007,253.75,3786300,253.75
2016-04-21,248.990005,250.899994,246.910004,248.289993,2783100,248.289993
2016-04-20,246.259995,253.660004,241.50,249.970001,5194100,249.970001
2016-04-19,253.119995,254.369995,241.25,247.369995,6357500,247.369995
2016-04-18,252.229996,258.309998,251.660004,253.880005,4261800,253.880005
2016-04-15,251.309998,254.600006,249.119995,254.509995,3752400,254.509995
2016-04-14,253.00,256.839996,251.050003,251.860001,4132200,251.860001
2016-04-13,248.509995,255.50,247.330002,254.529999,4925600,254.529999
2016-04-12,249.50,251.800003,243.630005,247.820007,5763200,247.820007
2016-04-11,251.00,258.98999,245.300003,249.919998,9161700,249.919998
2016-04-08,260.50,260.820007,248.020004,250.070007,7363900,250.070007
2016-04-07,266.450012,269.339996,254.509995,257.200012,8856200,257.200012
2016-04-06,253.970001,267.73999,253.449997,265.420013,11705500,265.420013
2016-04-05,240.50,256.559998,240.00,255.470001,9948700,255.470001
2016-04-04,249.119995,252.119995,243.639999,246.990005,13475300,246.990005
2016-04-01,244.830002,247.899994,233.25,237.589996,15997500,237.589996
2016-03-31,229.339996,237.419998,225.009995,229.770004,8012900,229.770004
2016-03-30,235.089996,235.50,226.50,226.889999,4033000,226.889999
2016-03-29,229.889999,232.380005,225.330002,230.130005,4014300,230.130005
2016-03-28,231.610001,234.809998,225.00,230.259995,3925700,230.259995
2016-03-24,215.779999,228.889999,215.00,227.75,4960900,227.75
2016-03-23,232.369995,234.729996,222.029999,222.580002,4948800,222.580002
2016-03-22,237.210007,238.990005,232.559998,234.240005,4316000,234.240005
2016-03-21,235.339996,239.880005,235.00,238.320007,5307800,238.320007
2016-03-18,229.100006,234.479996,228.059998,232.740005,4711800,232.740005
2016-03-17,221.470001,228.50,220.00,226.380005,3782900,226.380005
2016-03-16,218.00,222.580002,217.020004,221.929993,3516700,221.929993
2016-03-15,214.270004,218.970001,211.50,218.339996,3180500,218.339996
2016-03-14,212.649994,216.720001,210.639999,215.149994,4065700,215.149994
2016-03-11,207.929993,209.419998,205.330002,207.50,3343100,207.50
2016-03-10,210.00,213.289993,200.669998,205.179993,5192500,205.179993
2016-03-09,204.520004,209.369995,202.789993,208.720001,3208600,208.720001
2016-03-08,203.50,207.50,202.199997,202.600006,4178700,202.600006
2016-03-07,197.679993,209.699997,197.399994,205.289993,5329400,205.289993
2016-03-04,198.00,204.029999,197.50,201.039993,6489100,201.039993
2016-03-03,188.279999,197.419998,184.220001,195.740005,4829000,195.740005
2016-03-02,183.729996,188.520004,181.50,188.339996,4862400,188.339996
2016-03-01,194.25,195.949997,182.699997,186.350006,6712200,186.350006
2016-02-29,192.399994,196.350006,189.220001,191.929993,4499000,191.929993
2016-02-26,188.699997,192.00,185.00,190.339996,6065100,190.339996
2016-02-25,178.649994,188.520004,175.199997,187.429993,5750700,187.429993
2016-02-24,172.75,179.50,167.839996,179.00,5395600,179.00
2016-02-23,176.160004,181.729996,173.679993,177.210007,5984400,177.210007
2016-02-22,170.119995,178.910004,169.850006,177.740005,5060100,177.740005
2016-02-19,163.660004,167.490005,162.50,166.580002,2959400,166.580002
2016-02-18,172.419998,172.949997,164.770004,166.770004,3887600,166.770004
2016-02-17,159.00,169.339996,156.679993,168.679993,5825200,168.679993
2016-02-16,158.699997,162.949997,154.110001,155.169998,5593800,155.169998
2016-02-12,155.00,157.009995,143.699997,151.039993,7235800,151.039993
2016-02-11,152.00,163.259995,147.00,150.470001,14252400,150.470001
2016-02-10,150.50,154.970001,141.740005,143.669998,10406500,143.669998
2016-02-09,142.320007,159.789993,141.050003,148.25,8651600,148.25
2016-02-08,157.100006,157.149994,146.00,147.990005,9313000,147.990005
